subj_idx,flashpres,beeppres,response,rt,stimName,type
5.0,2.0,0.0,1.0,0.5207797129987739,F2,u
5.0,3.0,0.0,1.0,1.106847689999995,F3,u
5.0,2.0,0.0,1.0,0.7456047089999629,F2,u
5.0,3.0,0.0,0.0,0.6734678399989207,F3,u
5.0,2.0,0.0,1.0,0.5704932709995774,F2,u
5.0,3.0,0.0,0.0,0.7739006640003936,F3,u
5.0,3.0,0.0,0.0,0.7039158349998615,F3,u
5.0,2.0,0.0,1.0,0.5448439129995677,F2,u
5.0,3.0,0.0,1.0,5.177598153999497,F3,u
5.0,3.0,0.0,0.0,0.7051318079993507,F3,u
5.0,3.0,0.0,0.0,0.4449764309993043,F3,u
5.0,3.0,0.0,0.0,0.7965492170005746,F3,u
5.0,2.0,0.0,1.0,0.5845618170005764,F2,u
5.0,3.0,0.0,0.0,2.4850499179992767,F3,u
5.0,2.0,0.0,1.0,0.7994033329996455,F2,u
5.0,3.0,0.0,0.0,1.9845759270010603,F3,u
5.0,3.0,0.0,0.0,0.7050426550013071,F3,u
5.0,2.0,0.0,1.0,0.6814519500003371,F2,u
5.0,3.0,0.0,0.0,0.5923009070011176,F3,u
5.0,3.0,0.0,0.0,0.516141088999575,F3,u
5.0,2.0,0.0,1.0,0.7319654170005379,F2,u
5.0,3.0,0.0,0.0,0.6741705980002735,F3,u
5.0,2.0,0.0,1.0,0.8709529289990314,F2,u
5.0,2.0,0.0,0.0,1.2772061670002586,F2,u
5.0,2.0,0.0,1.0,1.2194121800002904,F2,u
5.0,2.0,0.0,1.0,0.9251668199995038,F2,u
5.0,3.0,0.0,0.0,0.9036388650001754,F3,u
5.0,3.0,0.0,1.0,0.7847618779996992,F3,u
5.0,3.0,0.0,0.0,0.6854142230004072,F3,u
5.0,2.0,0.0,1.0,0.46065784199890913,F2,u
5.0,3.0,0.0,0.0,0.694990236999729,F3,u
5.0,3.0,0.0,0.0,1.189934756999719,F3,u
5.0,3.0,0.0,0.0,0.9314825719993678,F3,u
5.0,3.0,0.0,0.0,0.5122977210012323,F3,u
5.0,2.0,0.0,0.0,5.540396892998615,F2,u
5.0,3.0,0.0,0.0,0.8629986269988876,F3,u
5.0,3.0,0.0,0.0,5.284462424000594,F3,u
5.0,2.0,0.0,1.0,3.8925608489989827,F2,u
5.0,3.0,0.0,1.0,0.8534656869996979,F3,u
5.0,3.0,0.0,0.0,2.9993921530003718,F3,u
5.0,2.0,0.0,1.0,0.9991625340007886,F2,u
5.0,3.0,0.0,0.0,1.9413133100006235,F3,u
5.0,3.0,0.0,0.0,1.2578503790009563,F3,u
5.0,3.0,0.0,0.0,0.5306983789996593,F3,u
5.0,3.0,0.0,0.0,0.5624374079998233,F3,u
5.0,2.0,0.0,1.0,0.5540803669991874,F2,u
